sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_jail_time (days),date_dif_in_jail,c_charge_degree,is_recid,decile_score,score_text,two_year_recid
Male,25 - 45,African-American,0,0,0,5,0,2013-05-16 02:29:24,2013-05-16 08:42:12,0.258888888885849,0,M,1,3,Low,1
Male,Greater than 45,Hispanic,0,0,0,0,-1,2013-10-04 01:33:39,2013-10-07 09:18:39,3.32291666666424,3,M,1,1,Low,1
Female,25 - 45,Caucasian,0,0,0,0,0,2013-11-19 03:21:39,2013-11-19 08:57:44,0.23339120370656,0,M,0,1,Low,0
Male,25 - 45,African-American,0,0,0,0,-1,2014-03-01 04:48:17,2014-03-02 03:58:29,0.965416666665988,1,F,1,2,Low,1
Female,25 - 45,Caucasian,0,0,1,3,-1,2014-01-29 03:14:43,2014-03-15 05:32:38,45.0957754629635,45,M,0,4,Low,0
Female,Greater than 45,Caucasian,0,0,0,0,-1,2013-12-08 05:37:02,2013-12-09 02:01:16,0.85016203703708,1,M,0,1,Low,0
Male,Less than 25,Caucasian,0,0,0,0,-1,2013-04-12 04:15:18,2013-04-13 04:49:36,1.02381944444642,1,F,0,2,Low,0
Male,25 - 45,Hispanic,0,0,0,1,-9,2013-01-27 07:59:24,2013-02-05 01:27:22,8.72775462963182,9,F,0,2,Low,0
Male,25 - 45,Hispanic,0,0,0,1,-1,2013-12-06 10:35:46,2013-12-08 02:23:57,1.65846064814832,2,F,0,5,Medium,0
Male,25 - 45,African-American,0,0,1,6,-1,2013-02-02 11:58:09,2013-03-10 05:23:46,35.7261226851842,36,M,1,7,Medium,1
Male,Less than 25,African-American,0,0,0,1,0,2013-12-07 12:29:20,2013-12-07 07:33:19,0.205567129632982,0,F,1,7,Medium,1
Male,Greater than 45,African-American,0,0,0,2,0,2013-01-22 02:31:25,2013-01-31 09:56:34,9.30913194444292,9,F,1,2,Low,1
Male,25 - 45,African-American,0,0,0,0,0,2013-12-06 03:45:12,2013-12-07 09:02:36,1.22041666666337,1,M,0,2,Low,0
Male,Greater than 45,Caucasian,0,0,0,1,-5,2013-08-17 11:01:00,2013-08-21 09:42:10,3.94525462963065,4,F,0,5,Medium,0
Male,25 - 45,African-American,0,0,0,4,-1,2013-11-19 09:37:06,2013-11-20 08:36:56,0.958217592597066,1,M,1,2,Low,1
Female,Greater than 45,Caucasian,0,0,0,1,-4,2013-02-18 08:10:17,2013-02-20 06:58:02,1.94982638888905,2,F,1,1,Low,1
Male,Greater than 45,African-American,0,0,0,3,-1,2014-01-12 11:20:32,2014-01-13 08:21:27,0.875636574070086,1,F,1,1,Low,1
Male,Less than 25,African-American,0,0,0,2,-1,2014-08-03 02:26:32,2014-08-04 01:34:32,0.963888888887595,1,F,1,9,High,1
Male,25 - 45,African-American,0,0,0,19,-1,2014-02-10 06:04:29,2014-02-25 05:50:02,14.9899652777749,15,F,1,10,High,1
Male,Greater than 45,African-American,0,0,0,3,-1,2013-03-11 01:34:23,2013-10-17 05:14:49,220.153078703705,220,M,0,9,High,0
Male,25 - 45,Caucasian,0,0,0,2,0,2013-01-22 12:12:24,2013-01-24 11:34:19,1.97355324074306,2,F,0,3,Low,0
Male,Greater than 45,African-American,0,0,0,0,0,2013-09-21 04:23:43,2013-09-22 07:45:05,1.13983796296088,1,M,0,1,Low,0
Male,25 - 45,African-American,0,0,0,10,-1,2014-02-05 05:37:05,2014-02-06 09:10:24,1.14813657407649,1,M,1,7,Medium,1
Male,25 - 45,African-American,0,0,0,1,-3,2013-11-01 07:50:16,2013-11-04 10:41:00,3.11856481481664,3,F,0,2,Low,0
Female,Greater than 45,Hispanic,0,0,0,0,0,2014-02-17 12:41:46,2014-02-17 10:01:43,0.111145833332557,0,M,0,1,Low,0
Male,Greater than 45,Hispanic,0,0,0,0,-1,2014-03-30 07:29:05,2014-03-31 08:24:40,1.03859953703795,1,M,0,1,Low,0
Male,Greater than 45,Hispanic,0,0,0,1,-1,2013-05-14 03:08:49,2013-09-19 05:01:54,128.078530092593,128,F,0,3,Low,0
Female,25 - 45,Caucasian,0,0,0,1,0,2014-01-24 02:49:16,2014-01-24 09:38:22,0.284097222225682,0,M,0,1,Low,0
Female,25 - 45,Hispanic,0,0,0,0,0,2014-03-11 03:58:28,2014-03-12 03:30:38,0.98067129629635,1,M,1,2,Low,1
Male,25 - 45,African-American,0,0,0,14,-1,2013-05-09 03:22:53,2013-05-11 05:44:32,2.09836805555824,2,F,1,9,High,1
Male,Less than 25,African-American,0,0,0,2,-1,2013-05-20 04:06:09,2013-05-21 07:18:03,1.13326388889254,1,F,0,7,Medium,0
Male,25 - 45,African-American,0,0,0,5,-1,2014-10-30 06:16:15,2014-11-02 09:35:14,3.13818287037429,3,F,1,10,High,1
Male,Greater than 45,Hispanic,0,0,0,0,-4,2013-10-03 01:34:28,2013-10-04 09:18:53,1.32251157407882,1,M,0,4,Low,0
Male,25 - 45,Caucasian,0,0,0,1,-1,2014-03-04 08:15:39,2014-03-05 08:39:30,1.01656250000087,1,F,0,5,Medium,0
Male,Less than 25,African-American,0,0,0,1,-1,2013-11-22 12:16:41,2014-03-11 01:05:27,108.533865740741,109,F,0,8,High,0
Male,25 - 45,African-American,0,0,0,2,-1,2014-03-11 03:22:56,2014-03-12 01:31:40,0.922731481485243,1,M,1,2,Low,1
Male,Less than 25,African-American,1,1,0,6,-1,2014-07-22 03:12:05,2014-07-24 06:06:22,2.1210300925959,2,F,1,7,Medium,1
Female,25 - 45,Caucasian,0,0,0,0,-1,2013-01-16 04:30:06,2013-01-17 03:36:21,0.962673611109494,1,F,0,6,Medium,0
Male,Less than 25,Caucasian,0,0,0,0,-1,2014-03-10 03:13:49,2014-03-11 10:33:16,1.30517361110833,1,F,0,4,Low,0
Male,25 - 45,African-American,0,0,0,1,-1,2014-11-27 03:53:08,2014-11-29 03:20:54,1.97761574073957,2,M,1,5,Medium,1
Male,Greater than 45,African-American,0,0,0,0,-3,2013-09-06 10:17:41,2013-09-07 12:47:10,1.10380787037138,1,F,1,5,Medium,1
Male,25 - 45,African-American,0,0,0,7,0,2013-01-03 12:47:06,2013-03-23 05:13:54,78.6852777777822,79,F,1,7,Medium,1
Male,25 - 45,Caucasian,0,0,0,2,-1,2014-02-03 10:17:08,2014-02-04 07:35:43,0.88790509258979,1,F,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,5,-1,2013-11-25 07:40:00,2013-11-26 10:02:41,1.09908564814396,1,F,0,1,Low,0
Male,Less than 25,Caucasian,0,0,0,0,0,2013-01-16 03:21:38,2013-01-18 06:02:43,2.11186342592555,2,M,0,3,Low,0
Female,Less than 25,Caucasian,0,1,0,0,-1,2014-03-09 04:11:02,2014-03-10 12:58:03,1.36598379629868,1,M,1,5,Medium,1
Male,Greater than 45,African-American,0,0,0,0,-1,2013-02-22 10:36:11,2013-02-24 02:27:44,1.66079861111211,2,F,0,1,Low,0
Male,25 - 45,African-American,0,0,0,10,-1,2014-10-20 02:10:27,2014-10-21 08:11:18,1.25059027777752,1,F,1,6,Medium,1
Male,Less than 25,Caucasian,0,0,0,0,-4,2013-10-06 03:03:50,2013-10-07 08:17:57,1.2181365740762,1,M,0,3,Low,0
Female,Less than 25,Hispanic,0,0,0,0,-1,2014-06-09 05:06:31,2014-06-10 01:00:37,0.829236111116188,1,M,1,7,Medium,1
Male,Less than 25,African-American,0,0,0,2,-1,2013-08-24 05:25:24,2013-08-30 07:02:03,6.06711805555824,6,F,1,6,Medium,1
Male,25 - 45,Hispanic,0,0,0,1,-9,2013-12-08 10:10:54,2013-12-16 08:47:38,7.94217592592759,8,M,0,1,Low,0
Male,25 - 45,African-American,0,0,0,5,-20,2013-10-31 01:51:51,2013-11-19 10:46:00,19.3709374999962,19,M,1,8,High,1
Male,25 - 45,African-American,0,0,1,10,-1,2013-08-06 05:55:07,2013-08-29 08:04:08,23.0895949074038,23,F,1,7,Medium,1
Male,Greater than 45,African-American,0,0,0,4,-1,2013-03-16 11:33:04,2013-06-03 08:21:57,78.8672800925924,79,M,1,5,Medium,1
Male,Less than 25,Caucasian,0,0,0,2,-1,2013-08-28 11:26:11,2013-09-11 08:03:33,13.8592824074076,14,M,1,5,Medium,1
Male,25 - 45,African-American,0,0,0,0,-1,2013-02-01 06:04:12,2013-02-02 05:16:40,0.966990740744222,1,M,1,4,Low,1
Female,Less than 25,African-American,0,0,0,0,-1,2014-02-10 07:08:16,2014-02-11 11:50:51,1.19623842592409,1,F,0,4,Low,0
Male,Greater than 45,African-American,0,0,0,6,0,2013-09-30 11:04:43,2013-10-02 04:00:46,1.70559027777927,2,M,1,1,Low,1
Male,25 - 45,African-American,0,0,0,0,-1,2013-04-11 02:03:54,2013-04-13 04:17:04,2.09247685185255,2,F,0,1,Low,0
Female,Less than 25,African-American,0,0,0,6,-18,2013-11-28 11:32:18,2013-12-16 06:10:23,17.7764467592569,18,M,0,7,Medium,0
Male,25 - 45,African-American,0,0,0,1,-1,2014-01-21 05:56:47,2014-01-30 10:03:30,9.17133101851505,9,M,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,8,-4,2013-11-08 04:35:13,2013-11-09 02:08:17,0.897962962961174,1,F,1,9,High,1
Male,Less than 25,African-American,0,0,0,1,-18,2013-11-02 01:59:31,2013-11-03 01:26:39,0.977175925931078,1,M,1,7,Medium,1
Male,25 - 45,Hispanic,0,0,0,0,-1,2013-10-07 07:18:19,2013-10-08 03:39:39,0.848148148143082,1,F,0,3,Low,0
Male,25 - 45,African-American,0,0,0,4,-1,2014-10-13 03:42:50,2014-10-14 07:15:27,1.14765046296816,1,M,1,4,Low,1
Female,25 - 45,African-American,0,0,0,3,-1,2014-01-11 07:06:04,2014-02-06 09:34:49,26.1032986111095,26,F,0,4,Low,0
Male,Less than 25,African-American,0,0,0,2,-1,2013-04-24 03:10:43,2013-04-30 07:30:08,6.18015046296205,6,F,1,7,Medium,1
Male,25 - 45,Caucasian,1,0,0,8,-2,2013-07-27 10:35:38,2013-07-29 11:27:25,2.03596064815065,2,F,1,4,Low,0
Male,25 - 45,African-American,0,0,0,6,-1,2013-01-03 11:14:41,2013-02-12 05:48:52,39.7737384259235,40,F,1,10,High,1
Male,25 - 45,Caucasian,0,0,0,0,0,2013-08-16 03:31:01,2013-08-16 09:14:20,0.238414351850224,0,M,0,1,Low,0
Male,Less than 25,African-American,0,0,1,0,0,2013-02-24 03:20:14,2013-02-25 02:11:41,0.952395833330229,1,F,1,8,High,1
Female,Less than 25,African-American,0,0,0,0,-2,2014-01-04 11:57:59,2014-01-05 01:34:22,0.566932870373421,1,M,0,3,Low,0
Male,Greater than 45,Hispanic,0,0,0,2,-1,2013-01-25 07:53:49,2013-03-13 12:29:31,47.1914583333273,47,F,0,1,Low,0
Male,25 - 45,African-American,0,0,0,0,-1,2013-11-09 08:24:05,2013-11-10 02:36:02,0.758298611115606,1,M,0,2,Low,0
Male,25 - 45,African-American,0,0,0,6,-1,2013-01-23 04:50:53,2013-01-26 03:15:43,2.93391203703504,3,F,1,5,Medium,1
Male,Greater than 45,African-American,0,0,0,17,0,2013-10-23 02:05:52,2013-10-23 07:52:30,0.240717592590954,0,M,0,4,Low,0
Male,Greater than 45,Hispanic,0,0,0,20,0,2013-04-27 03:24:40,2013-04-29 09:39:26,2.26025462962571,2,F,1,3,Low,1
Male,Less than 25,Caucasian,0,0,0,2,-27,2013-09-04 06:36:53,2013-09-04 06:53:03,0.011226851849642,0,F,0,6,Medium,0
Male,Less than 25,African-American,0,0,0,2,-1,2013-02-03 05:45:03,2013-02-08 11:19:06,5.23197916666686,5,M,0,7,Medium,0
Male,25 - 45,African-American,0,0,0,5,-1,2013-12-11 05:02:29,2013-12-12 01:44:46,0.862696759264509,1,F,0,4,Low,0
Male,Greater than 45,Hispanic,0,0,0,0,-1,2014-03-30 06:30:00,2014-03-31 01:49:24,0.805138888885267,1,M,0,1,Low,0
Male,Less than 25,Hispanic,0,0,1,1,-4,2013-11-14 09:10:59,2013-11-16 08:34:03,1.97435185185168,2,F,1,5,Medium,1
Male,Greater than 45,Hispanic,0,0,0,1,-1,2013-04-26 10:39:22,2013-04-27 01:07:17,0.602719907408755,1,M,0,1,Low,0
Male,25 - 45,African-American,0,0,0,1,-9,2014-01-05 09:54:57,2014-01-10 07:58:25,4.91907407407416,5,F,0,6,Medium,0
Male,25 - 45,African-American,0,0,0,2,-1,2013-05-05 10:38:59,2013-06-12 05:40:10,37.7924884259264,38,F,0,6,Medium,0
Male,Less than 25,Hispanic,0,0,0,1,0,2013-03-02 12:57:44,2013-03-04 05:34:09,1.6919560185197,2,M,1,7,Medium,1
Male,25 - 45,Caucasian,0,0,0,6,0,2013-03-22 12:07:37,2013-03-22 08:51:12,0.136400462964957,0,F,0,3,Low,0
Male,25 - 45,African-American,0,0,0,2,-1,2013-02-16 04:14:17,2013-04-15 04:35:16,58.0145717592532,58,F,0,5,Medium,0
Male,25 - 45,African-American,0,0,0,0,0,2014-01-20 03:43:59,2014-01-20 09:17:53,0.231874999997672,0,F,0,10,High,0
Male,25 - 45,African-American,0,1,0,17,-1,2013-02-02 01:30:39,2013-02-04 03:00:27,2.06236111111502,2,M,1,7,Medium,1
Male,25 - 45,African-American,0,0,0,11,-1,2014-06-04 04:07:30,2014-06-06 11:55:51,2.32524305555853,2,M,1,10,High,1
Male,25 - 45,African-American,0,0,0,1,0,2013-11-23 12:34:52,2013-11-25 10:32:35,1.9150810185165,2,F,0,5,Medium,0
Male,25 - 45,African-American,0,0,0,6,-1,2013-09-07 11:25:36,2013-09-08 11:14:03,0.991979166661622,1,F,1,9,High,1
Male,Greater than 45,Caucasian,0,0,0,1,-1,2014-03-02 12:41:55,2014-03-03 08:09:50,0.811053240737238,1,F,0,1,Low,0
Male,Greater than 45,Hispanic,0,0,0,0,0,2014-01-19 05:06:52,2014-01-20 12:41:21,1.31561342592613,1,M,0,1,Low,0
Male,Greater than 45,Hispanic,0,0,0,0,0,2013-05-22 01:34:16,2013-05-23 04:43:36,1.13148148148321,1,F,1,1,Low,1
Female,Greater than 45,African-American,0,0,0,0,-1,2013-12-15 02:13:35,2013-12-16 07:55:36,1.23751157407241,1,F,0,1,Low,0
Male,Less than 25,Caucasian,1,2,0,3,-1,2014-03-04 11:56:23,2014-03-06 04:15:00,1.67959490740759,2,M,0,4,Low,0
Male,Greater than 45,Hispanic,0,0,0,1,0,2013-01-17 02:41:43,2013-01-18 07:54:08,1.21695601852116,1,F,1,2,Low,1
Male,25 - 45,Hispanic,0,0,0,0,-1,2013-03-24 03:23:32,2013-03-26 11:28:11,2.33656250000058,2,F,0,3,Low,0
Female,Greater than 45,African-American,0,0,0,5,-1,2013-07-31 04:54:07,2013-08-01 07:43:39,1.11773148147768,1,F,0,1,Low,0
Male,25 - 45,African-American,0,0,0,16,0,2013-10-29 02:19:16,2013-10-29 07:47:29,0.227928240739857,0,F,1,5,Medium,1
Male,25 - 45,Other,0,0,0,0,-1,2014-02-23 06:40:09,2014-02-25 10:03:53,2.14148148148524,2,F,1,2,Low,1
Female,25 - 45,African-American,0,0,0,5,-1,2013-02-16 01:28:20,2013-04-04 09:33:49,47.3371412037086,47,M,1,7,Medium,1
Male,Greater than 45,Caucasian,0,0,0,0,-1,2013-03-24 09:03:12,2013-03-25 07:14:16,0.924351851848769,1,F,0,1,Low,0
Male,25 - 45,African-American,0,0,0,1,0,2013-01-19 03:06:53,2013-01-26 01:55:00,6.95008101852,7,F,0,2,Low,0
Male,25 - 45,African-American,0,0,0,3,0,2014-01-13 12:15:45,2014-01-13 02:23:15,0.411458333335759,0,M,1,3,Low,1
Male,25 - 45,African-American,1,0,1,13,-1,2013-05-19 04:11:11,2013-05-20 01:56:16,0.906307870369346,1,M,1,8,High,1
Male,Greater than 45,African-American,0,0,0,2,0,2013-04-29 01:05:52,2013-04-29 06:35:40,0.229027777779265,0,M,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,1,-15,2013-12-05 03:06:12,2013-12-20 01:58:00,14.9526388888844,15,F,0,1,Low,0
Male,Greater than 45,Caucasian,0,0,0,5,-1,2013-04-18 07:24:02,2013-04-30 07:30:20,12.0043750000041,12,M,0,4,Low,0
Male,25 - 45,Other,0,0,0,1,-1,2013-01-14 09:27:00,2013-01-15 01:39:19,0.675219907403516,1,F,0,2,Low,0
Male,Greater than 45,Caucasian,0,0,0,2,-1,2013-04-02 11:56:46,2013-04-04 10:21:45,1.93401620370423,2,F,0,1,Low,0
Male,25 - 45,African-American,0,0,0,1,-4,2014-01-31 04:31:17,2014-02-01 10:05:58,1.23241898148262,1,M,1,10,High,1
Male,25 - 45,African-American,0,0,0,0,-1,2014-03-26 05:00:03,2014-03-27 08:19:09,1.13826388888265,1,M,1,1,Low,1
Female,Greater than 45,Caucasian,0,0,0,0,0,2014-02-06 05:04:01,2014-02-07 02:27:21,0.891203703700739,1,M,0,1,Low,0
Female,Less than 25,African-American,0,0,0,0,-1,2013-12-26 06:12:11,2013-12-27 07:35:36,1.0579282407416,1,M,0,5,Medium,0
Male,Greater than 45,African-American,0,0,0,17,-1,2013-04-26 06:25:43,2013-05-22 05:48:32,25.9741782407436,26,F,1,10,High,1
Male,25 - 45,African-American,0,0,0,1,-1,2013-03-14 01:03:47,2013-03-15 07:56:24,1.28653935185139,1,F,1,3,Low,1
Male,25 - 45,African-American,0,0,0,0,-1,2013-04-07 03:56:49,2013-04-09 11:36:38,2.31931712962978,2,F,0,1,Low,0
Female,25 - 45,Caucasian,0,0,0,0,-1,2014-03-07 06:26:42,2014-03-08 09:43:00,1.13631944444933,1,M,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,2,-1,2013-05-07 02:17:32,2013-05-12 07:15:28,5.20689814814978,5,M,1,2,Low,1
Male,25 - 45,African-American,0,0,0,2,-1,2013-08-09 11:28:35,2013-08-11 03:36:21,1.67206018518482,2,M,0,2,Low,0
Male,25 - 45,African-American,0,0,0,4,-1,2013-12-14 10:15:47,2013-12-17 01:25:19,2.63162037036818,3,M,1,5,Medium,1
Male,Less than 25,Hispanic,0,0,0,0,-1,2014-03-09 10:59:23,2014-03-10 03:29:33,0.687615740745969,1,M,0,3,Low,0
Female,25 - 45,African-American,0,0,0,0,-1,2013-09-16 07:41:46,2013-09-18 08:56:28,2.05187500000466,2,F,0,8,High,0
Female,25 - 45,African-American,0,0,0,4,0,2013-09-13 03:23:56,2013-09-14 01:41:42,0.929004629630072,1,F,1,7,Medium,1
Female,Greater than 45,Caucasian,0,0,0,30,-1,2013-01-11 11:15:08,2013-01-15 04:45:40,3.72953703703388,4,M,1,6,Medium,1
Male,Greater than 45,African-American,0,0,0,4,0,2013-03-30 03:56:44,2013-03-30 07:56:58,0.166828703702777,0,F,0,3,Low,0
Male,25 - 45,African-American,0,0,0,2,-2,2013-03-02 08:36:51,2013-03-03 08:52:32,1.01089120370307,1,F,1,3,Low,0
Female,25 - 45,Caucasian,0,0,0,0,-1,2013-11-07 02:09:05,2013-11-08 09:00:47,1.2859027777813,1,F,0,1,Low,0
Male,25 - 45,Other,0,0,0,0,-1,2014-03-12 03:20:25,2014-03-14 09:36:01,2.26083333333372,2,F,0,1,Low,0
Male,Greater than 45,Caucasian,0,0,0,0,-1,2013-12-15 11:06:25,2013-12-16 08:27:56,0.889942129622796,1,F,0,1,Low,0
Male,Greater than 45,African-American,0,0,0,2,-1,2013-03-09 09:26:47,2013-03-10 01:02:25,0.649745370370511,1,F,0,3,Low,0
Male,Greater than 45,African-American,0,0,0,19,-1,2013-10-21 11:00:46,2014-02-16 03:07:18,117.6712037037,118,F,0,7,Medium,0
Male,Less than 25,African-American,0,0,0,5,-1,2013-09-26 03:08:39,2013-10-15 06:00:47,19.1195370370406,19,F,1,8,High,1
Male,Less than 25,African-American,0,0,0,0,-5,2013-02-14 06:35:26,2013-02-15 07:40:52,1.04543981482129,1,F,1,10,High,1
Male,25 - 45,African-American,0,0,0,0,-1,2013-04-26 05:44:15,2013-04-27 08:57:11,1.13398148148553,1,F,1,3,Low,1
Male,25 - 45,African-American,0,0,0,2,-1,2014-02-08 07:03:51,2014-03-01 05:08:57,20.9202083333366,21,F,0,5,Medium,0
Female,Greater than 45,Caucasian,0,0,0,4,0,2013-05-25 12:09:30,2013-05-29 05:21:54,3.71694444444438,4,F,0,5,Medium,0
Male,Greater than 45,Caucasian,0,0,0,1,-1,2013-10-07 11:30:18,2013-10-08 08:26:31,0.872372685182199,1,F,1,3,Low,1
Male,25 - 45,African-American,0,0,0,8,-1,2014-05-29 10:12:37,2014-05-31 03:35:37,1.72430555555184,2,F,1,10,High,1
Male,25 - 45,Caucasian,0,0,0,3,0,2013-03-30 04:02:21,2013-03-30 08:06:38,0.169641203705396,0,F,0,1,Low,0
Male,25 - 45,African-American,0,0,0,1,-17,2013-05-24 11:07:40,2013-05-26 01:55:21,1.61644675925345,2,F,0,1,Low,0
Male,Greater than 45,African-American,0,0,0,10,-1,2013-10-03 02:44:50,2013-10-04 08:37:26,1.24486111111037,1,F,1,3,Low,1
Male,25 - 45,Hispanic,0,0,0,0,-1,2013-12-12 01:10:17,2013-12-13 03:24:28,1.09318287036876,1,F,0,4,Low,0
Male,Greater than 45,Caucasian,0,0,0,2,0,2013-01-03 02:20:43,2013-01-03 10:00:03,0.318981481483206,0,M,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,1,0,2014-03-18 03:06:23,2014-03-18 08:25:34,0.221655092587753,0,M,0,6,Medium,0
Male,25 - 45,Caucasian,0,0,0,0,0,2013-04-27 02:42:38,2013-04-27 07:36:35,0.204131944446999,0,F,0,4,Low,0
Female,Less than 25,African-American,0,0,0,1,-1,2014-04-02 07:18:56,2014-04-03 08:35:35,1.05322916666773,1,F,1,6,Medium,1
Male,Greater than 45,Hispanic,0,0,0,0,0,2013-04-05 02:12:18,2013-04-06 05:06:49,1.12119212963444,1,M,0,1,Low,0
Male,Greater than 45,Caucasian,0,0,0,0,0,2013-11-16 02:12:56,2013-11-16 08:03:22,0.243356481485534,0,F,0,1,Low,0
Male,Greater than 45,African-American,0,0,0,1,0,2013-03-13 01:26:25,2013-04-01 09:47:06,19.3476967592578,19,F,1,3,Low,1
Male,Greater than 45,Caucasian,0,0,0,2,0,2013-03-21 12:43:41,2013-04-03 07:34:10,12.7850578703728,13,F,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,6,-29,2013-10-24 12:41:00,2013-11-21 09:37:40,27.8726851851898,28,M,0,5,Medium,0
Male,Less than 25,African-American,0,0,2,1,0,2013-01-22 12:22:03,2013-01-22 01:49:40,0.439155092593865,0,M,1,2,Low,1
Male,25 - 45,Hispanic,0,0,0,0,-2,2014-01-04 01:41:51,2014-01-05 08:41:28,1.29140046295652,1,M,0,2,Low,0
Male,25 - 45,African-American,0,0,0,0,0,2013-02-02 12:08:15,2013-02-02 05:41:52,0.268321759256651,0,F,0,1,Low,0
Female,Greater than 45,Hispanic,0,0,0,0,0,2013-05-20 03:07:28,2013-05-20 07:36:27,0.186793981483788,0,M,0,1,Low,0
Male,25 - 45,African-American,0,0,1,9,-1,2013-02-05 11:27:02,2015-04-16 06:28:26,799.792638888888,800,F,1,10,High,1
Male,25 - 45,Caucasian,0,0,0,2,0,2013-02-07 03:40:18,2013-02-19 08:46:34,12.2126851851863,12,M,0,8,High,0
Male,Less than 25,Caucasian,0,0,0,0,-1,2014-10-19 08:36:27,2014-10-20 01:41:49,0.712060185185692,1,M,1,5,Medium,1
Male,25 - 45,African-American,2,0,0,18,-1,2013-03-25 05:57:23,2013-03-26 07:50:11,1.07833333333838,1,M,0,9,High,0
Female,25 - 45,Caucasian,0,0,0,5,0,2013-01-29 04:34:17,2013-02-05 09:30:35,7.20576388889458,7,F,1,10,High,1
Male,Less than 25,African-American,0,0,0,1,0,2013-04-05 06:11:22,2013-04-06 05:17:31,0.962604166670644,1,F,1,6,Medium,1
Female,Less than 25,African-American,0,0,0,0,0,2014-03-23 12:24:11,2014-03-23 09:07:20,0.136701388888469,0,F,0,8,High,0
Male,Greater than 45,Caucasian,0,0,0,8,-14,2013-03-15 12:34:40,2013-03-27 09:11:27,11.8588773148149,12,F,0,2,Low,0
Male,Greater than 45,African-American,0,0,0,7,-1,2013-02-04 07:31:30,2013-02-05 01:26:00,0.746180555550382,1,F,0,2,Low,0
Male,25 - 45,Caucasian,0,0,0,3,-1,2013-04-19 04:19:17,2013-04-20 09:50:23,1.22993055555708,1,F,0,1,Low,0
Female,Less than 25,Caucasian,0,0,0,2,-1,2013-02-06 04:14:19,2013-02-08 08:31:47,2.17879629629897,2,F,0,7,Medium,0
Male,Less than 25,Hispanic,0,0,0,0,0,2013-03-25 05:10:50,2013-03-26 01:48:59,0.859826388885267,1,F,1,6,Medium,1
Female,Less than 25,African-American,0,0,0,3,-1,2014-05-08 09:00:55,2014-05-09 01:44:12,0.696724537032424,1,F,1,5,Medium,1
Male,Greater than 45,Caucasian,0,0,0,3,-1,2013-05-04 03:59:27,2013-05-06 04:56:00,2.0392708333311,2,M,1,1,Low,1
Male,25 - 45,Caucasian,0,0,2,4,-10,2013-03-05 04:57:56,2013-03-06 08:00:56,1.12708333333285,1,M,0,10,High,0
Male,Greater than 45,Caucasian,0,0,0,1,-2,2013-07-24 11:48:45,2013-07-26 10:35:23,1.94905092592671,2,M,0,1,Low,0
Male,25 - 45,Other,0,0,0,1,-1,2013-01-07 07:39:01,2013-09-30 08:47:34,266.047604166662,266,F,0,5,Medium,0
Female,Less than 25,Caucasian,0,0,0,0,-1,2013-09-30 02:52:30,2013-09-30 02:08:31,0.030543981476512,0,M,0,3,Low,0
Female,25 - 45,Caucasian,0,0,0,1,-1,2013-12-12 03:30:30,2013-12-14 04:07:22,2.02560185184848,2,F,0,2,Low,0
Male,25 - 45,African-American,0,0,0,0,-1,2013-04-26 03:56:13,2013-04-30 07:29:47,4.14831018518453,4,M,1,3,Low,1
Male,25 - 45,African-American,0,0,0,16,-2,2013-06-01 11:00:47,2013-06-02 08:14:30,0.884525462963211,1,F,1,9,High,1
Male,25 - 45,African-American,0,0,0,4,-1,2014-06-01 09:28:27,2014-06-03 03:12:10,1.73869212963473,2,M,1,5,Medium,1
Male,Less than 25,African-American,0,0,0,0,0,2013-01-03 12:11:06,2013-01-03 07:16:21,0.204687499994179,0,F,0,2,Low,0
Male,25 - 45,African-American,0,0,1,12,-1,2014-02-10 04:52:50,2014-02-12 09:28:02,2.19111111111124,2,M,1,9,High,1
Male,25 - 45,Caucasian,0,0,0,0,-1,2013-03-31 03:19:09,2013-04-01 01:49:26,0.937696759254322,1,M,1,2,Low,0
Female,25 - 45,Caucasian,0,0,0,0,0,2014-01-07 02:07:12,2014-01-07 08:02:01,0.246400462965539,0,M,0,1,Low,0
Male,25 - 45,African-American,0,0,0,9,-1,2013-03-24 08:22:40,2013-03-25 07:55:14,0.980949074073578,1,F,1,6,Medium,1
Male,25 - 45,African-American,0,0,0,5,-1,2013-09-05 12:06:51,2013-09-07 02:41:31,1.60740740740584,2,F,1,6,Medium,1
Male,25 - 45,African-American,0,1,0,11,-1,2013-05-20 05:02:22,2013-05-27 02:35:13,6.89781249999942,7,F,1,9,High,1
Male,Greater than 45,African-American,0,0,0,1,0,2014-02-18 02:36:01,2014-02-18 08:33:12,0.248043981482624,0,F,1,1,Low,1
Female,Greater than 45,African-American,0,0,0,1,-28,2013-01-23 11:28:00,2013-01-24 05:00:54,0.73118055555824,1,F,0,1,Low,0
Male,25 - 45,African-American,0,0,0,1,0,2013-04-08 12:51:19,2013-04-08 10:06:09,0.114699074074451,0,M,1,2,Low,1
Male,Greater than 45,African-American,0,0,0,5,-1,2014-03-03 09:34:24,2014-03-04 09:28:47,0.996099537042028,1,F,0,4,Low,0
